Name,Platform,Year_of_Release,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Cardinal Syn,PS,1998,0.15,0.08,0.06,0,0.01
Sword Art Online: Hollow Realization,PSV,2016,0.15,0,0.04,0.1,0.01
The Incredibles: Rise of the Underminer,DS,2005,0.15,0.13,0.01,0,0.01
Deadly Premonition,PS3,2010,0.15,0.08,0.04,0,0.02
Street Fighter Alpha 3,GBA,2002,0.15,0.11,0.04,0,0
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,0.15,0,0,0.15,0
Super Street Fighter II,GEN,1993,0.15,0,0,0.15,0
Deponia,PC,2012,0.15,0,0.13,0,0.02
Metal Gear Solid: Peace Walker HD Edition,PS3,2011,0.15,0,0,0.15,0
Battle Stadium D.O.N,PS2,2006,0.15,0,0,0.15,0
Ridge Racer DS,DS,2004,0.15,0.14,0,0,0.01
High Velocity Bowling,PS3,2010,0.15,0.13,0,0,0.01
LEGO Harry Potter Collection,PS4,2016,0.15,0.01,0.11,0,0.02
The Quest Trio,DS,2008,0.15,0.13,0,0,0.01
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,0.15,0,0,0.14,0.01
Brain Boost: Beta Wave,DS,2005,0.15,0.14,0,0,0.01
Power Pro Kun Pocket 9,DS,2006,0.15,0,0,0.15,0
Shenmue II,DC,2001,0.15,0,0,0.15,0
Armored Core: For Answer,X360,2008,0.15,0.06,0.01,0.07,0.01
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,0.15,0,0,0.15,0
Major League Baseball 2K8,PS2,2008,0.15,0.07,0.06,0,0.02
Capcom Classics Collection,XB,2005,0.15,0.11,0.03,0,0.01
Fugitive Hunter: War on Terror,PS2,2003,0.15,0.07,0.06,0,0.02
The Incredible Hulk: Ultimate Destruction,GC,2005,0.15,0.11,0.03,0,0
Candace Kane's Candy Factory,Wii,2008,0.15,0.14,0,0,0.01
Prince of Persia: The Two Thrones,GC,2005,0.15,0.11,0.03,0,0
Blazing Angels 2: Secret Missions of WWII,PS3,2007,0.15,0.1,0.03,0,0.02
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,0.15,0,0,0.15,0
Pac-Man World 3,XB,2005,0.15,0.11,0.04,0,0.01
SNK Arcade Classics Vol. 1,PSP,2008,0.15,0.13,0,0.01,0.01
Phantasy Star Online Episode I & II,XB,2003,0.15,0.11,0.03,0,0.01
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,0.15,0.02,0.02,0.11,0.01
Sam & Max: Season One,Wii,2008,0.15,0.13,0.01,0,0.01
Backyard Sports: Sandlot Sluggers,Wii,2010,0.15,0.14,0,0,0.01
Batman Begins,GC,2005,0.15,0.11,0.03,0,0
Yakuza: Ishin,PS4,2014,0.15,0,0,0.15,0
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,0.15,0.14,0,0,0.01
Toy Story Racer,PS,2001,0.15,0.08,0.06,0,0.01
Disney's Donald Duck: Goin' Quackers,PS,2000,0.15,0.08,0.06,0,0.01
Mobile Suit Gundam: Perfect One Year War,PS,1997,0.15,0,0,0.14,0.01
Galerians,PS,1999,0.15,0.08,0.06,0,0.01
Ys: The Oath in Felghana,PSP,2010,0.15,0.09,0,0.04,0.01
Crash: Twinsanity,XB,2004,0.15,0.11,0.03,0,0.01
We Dance,Wii,2011,0.15,0,0.13,0,0.02
Space Camp,DS,2009,0.15,0.14,0,0,0.01
DrumMania,PS2,2000,0.15,0,0,0.15,0
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,0.15,0,0,0.15,0
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,0.15,0.15,0,0,0
SpongeBob's Truth or Square,DS,2009,0.15,0.07,0.07,0,0.01
Tamagotchi no Narikiri Channel,DS,2009,0.15,0,0,0.15,0
Arena Football,XB,2006,0.15,0.11,0.03,0,0.01
Power Pro Kun Pocket 1+2,GBA,2004,0.15,0,0,0.14,0
Medal of Honor: Infiltrator,GBA,2003,0.15,0.11,0.04,0,0
Skylanders: SuperChargers,Wii,2015,0.15,0.02,0.12,0,0.01
Blazing Dragons,PS,1996,0.15,0.08,0.06,0,0.01
Lego Star Wars: The Force Awakens,WiiU,2016,0.15,0.06,0.07,0.01,0.01
Victorious: Hollywood Arts Debut,DS,2011,0.15,0.13,0.01,0,0.01
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,0.15,0.13,0,0,0.01
Baseball Blast!,Wii,2009,0.15,0.14,0,0,0.01
Super Monkey Ball Deluxe,XB,2005,0.15,0.11,0.03,0,0.01
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,0.15,0,0,0.14,0.01
Shin Chan: ¡Aventuras de Cine!,DS,2008,0.15,0,0,0.15,0
Jurassic: The Hunted,Wii,2009,0.15,0.14,0,0,0.01
The Cursed Crusade,X360,2011,0.15,0.08,0.05,0,0.01
Charm Girls Club: Pajama Party,Wii,2009,0.15,0.14,0,0,0.01
SpongeBob's Boating Bash,DS,2010,0.15,0.13,0,0,0.01
Tamagotchi Collection,DS,2011,0.15,0,0,0.15,0
Earth Defense Force 2025,X360,2013,0.15,0.06,0.03,0.05,0.01
NHL 2K10,X360,2009,0.15,0.11,0.02,0,0.01
White Knight Chronicles: Origins,PSP,2011,0.15,0,0.04,0.09,0.02
Trivial Pursuit: Bet You Know It,Wii,2011,0.15,0.09,0.04,0,0.01
Turbo Prop Racing,PS,1997,0.15,0.08,0.06,0,0.01
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,0.15,0.1,0.04,0,0
Tom Clancy's Ghost Recon,GC,2003,0.15,0.11,0.03,0,0
Pac-Man Party 3D,3DS,2011,0.15,0.09,0.04,0,0.01
Dance Dance Revolution (North America),PS,2001,0.15,0.08,0.06,0,0.01
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,0.15,0.13,0,0,0.01
WWE '13,Wii,2012,0.15,0.11,0.02,0,0.01
Mad Dash Racing,XB,2001,0.15,0.11,0.03,0,0.01
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,0.15,0.11,0.02,0,0.01
Rayman Origins,3DS,2012,0.15,0.06,0.08,0,0.01
Summon Night 5,PSP,2013,0.15,0,0,0.15,0
MotoGP 2: Ultimate Racing Technology,PS2,2001,0.15,0.07,0.06,0,0.02
Black * Rock Shooter: The Game,PSP,2011,0.15,0,0,0.15,0
BMX XXX,PS2,2002,0.15,0.07,0.06,0,0.02
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,0.15,0,0,0.15,0
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,0.15,0.1,0.04,0,0
Boktai: The Sun is in Your Hand,GBA,2003,0.15,0.1,0.04,0,0
Making History: The Great War,Wii,2010,0.15,0,0,0.15,0
Guilty Gear X2 #Reload,XB,2004,0.15,0.11,0.03,0,0.01
Wizardry VII: Gadeia no Houshu,PS,1995,0.15,0,0,0.14,0.01
ReCore,XOne,2016,0.15,0.08,0.05,0,0.01
Soldier of Fortune: Payback,PS3,2007,0.15,0.12,0.02,0,0.01
F1 2012,PC,2012,0.15,0.01,0.11,0,0.02
Elf: The Movie,GBA,2004,0.15,0.1,0.04,0,0
MLB SlugFest 20-03,GC,2002,0.15,0.11,0.03,0,0
Tiger Woods PGA Tour,DS,2004,0.14,0.13,0,0,0.01
Tamagotchi no Appare! Niji Venture,DS,2007,0.14,0,0,0.14,0
Ultimate Board Game Collection,Wii,2007,0.14,0.13,0,0,0.01
Grabbed by the Ghoulies,XB,2003,0.14,0.11,0.03,0,0.01
Cars: Mater-National Championship,X360,2007,0.14,0.13,0,0,0.01
Shadow Hearts: From The New World,PS2,2005,0.14,0.07,0.06,0,0.02
Rayman Raving Rabbids,DS,2007,0.14,0.13,0.01,0,0.01
Terraria,PC,2011,0.14,0,0.13,0,0.01
Derby Stallion Gold,3DS,2014,0.14,0,0,0.14,0
CSI: 3 Dimensions of Murder,PS2,2007,0.14,0.07,0.06,0,0.02
Barbarian,PS2,2002,0.14,0.07,0.06,0,0.02
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,0.14,0,0,0.14,0
L.A. Rush,XB,2005,0.14,0.11,0.03,0,0.01
Rubik's World,Wii,2008,0.14,0.12,0.01,0,0.01
Record of Agarest War 2,PS3,2010,0.14,0.09,0,0.04,0.01
QuickSpot,DS,2006,0.14,0.01,0,0.13,0
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,0.14,0,0,0.14,0
Pipe Dreams 3D,PS,2001,0.14,0.08,0.05,0,0.01
Skylanders Giants,3DS,2012,0.14,0.12,0.01,0,0.01
Spider-Man: Friend or Foe,Wii,2007,0.14,0.13,0,0,0.01
Fox Sports Golf '99,PS,1997,0.14,0.08,0.05,0,0.01
Power Rangers: Super Legends,PS2,2007,0.14,0.07,0.06,0,0.02
Jurassic: The Hunted,PS2,2009,0.14,0.07,0.06,0,0.02
Sakura Wars GB,GB,2000,0.14,0,0,0.14,0
Shining Force CD,SCD,1994,0.14,0,0,0.14,0
Fatal Frame,PS2,2001,0.14,0.07,0.06,0,0.02
Rayman 3,GBA,2003,0.14,0.1,0.04,0,0
The Fifth Element,PS,1998,0.14,0.08,0.05,0,0.01
BlazBlue: Chrono Phantasma Extend,PS4,2015,0.14,0.07,0.03,0.02,0.02
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,0.14,0,0,0.14,0
Wild ARMs 4,PS2,2005,0.14,0.07,0.06,0,0.02
Ratatouille,GC,2007,0.14,0.11,0.03,0,0
G.I. Joe: The Rise of Cobra,PS2,2009,0.14,0.11,0,0,0.03
Casper: Spirit Dimensions,PS2,2001,0.14,0.07,0.05,0,0.02
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,0.14,0,0,0.14,0
Sengoku Musou 3 Empires,PS3,2011,0.14,0,0,0.14,0
Thunder Truck Rally,PS,1997,0.14,0.08,0.05,0,0.01
Klonoa: Empire of Dreams,GBA,2001,0.14,0.1,0.04,0,0
SafeCracker: The Ultimate Puzzle Adventure,DS,2009,0.14,0.07,0.06,0,0.01
Geometry Wars: Galaxies,DS,2007,0.14,0.13,0,0,0.01
Famista Returns,3DS,2015,0.14,0,0,0.14,0
Syndicate,PS3,2012,0.14,0.07,0.06,0,0.02
Adrenalin Misfits,X360,2010,0.14,0.12,0.02,0,0.01
Karaoke Revolution Glee: Volume 3,X360,2011,0.14,0.13,0,0,0.01
Cave Story 3D,3DS,2011,0.14,0.09,0.03,0.01,0.01
Iron & Blood,PS,1996,0.14,0.08,0.05,0,0.01
Mega Man Powered Up,PSP,2006,0.14,0.12,0.01,0,0.02
Balloon Pop,DS,2009,0.14,0.13,0,0,0.01
Class of Heroes,PSP,2008,0.14,0.06,0,0.08,0.01
Second Sight,PS2,2004,0.14,0.07,0.05,0,0.02
Heroes of Mana,DS,2007,0.14,0.07,0.01,0.05,0.01
Alien: Isolation,PC,2014,0.14,0,0.14,0,0.01
G.I. Joe: The Rise of Cobra,PSP,2009,0.14,0.11,0.02,0,0.02
Just Cause 3,PC,2015,0.14,0.03,0.11,0,0.01
Monster House,PS2,2006,0.14,0.07,0.05,0,0.02
Phantom Brave,PS2,2004,0.14,0.07,0.05,0,0.02
Thor: God of Thunder,X360,2011,0.14,0.09,0.04,0,0.01
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,0.14,0.08,0.05,0,0.01
Kenka Banchou 5: Otoko no Housoku,PSP,2011,0.14,0,0,0.14,0
Doshin the Giant,GC,2002,0.14,0,0,0.14,0
Star Ocean: Blue Sphere,GB,2001,0.14,0,0,0.14,0
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,0.14,0.1,0.04,0,0
Mojo!,PS2,2003,0.14,0.07,0.05,0,0.02
Kamen Rider Ryuki,PS,2002,0.14,0,0,0.13,0.01
Front Mission Alternative,PS,1997,0.14,0,0,0.13,0.01
World Championship Poker: Howard Lederer - All In,PSP,2006,0.14,0.13,0,0,0.01
FIFA Soccer 2005,GC,2004,0.14,0.11,0.03,0,0
Harvest Moon: Hero of Leaf Valley,PSP,2009,0.14,0.07,0.02,0.05,0.01
Diner Dash: Flo on the Go,DS,2009,0.14,0.13,0,0,0.01
Hexyz Force,PSP,2009,0.14,0.07,0,0.06,0.01
Power Stone,DC,1998,0.14,0,0,0.14,0
Jonny Moseley Mad Trix,PS2,2001,0.14,0.07,0.05,0,0.02
Uta no * Prince-Sama: Repeat,PSP,2011,0.14,0,0,0.14,0
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,0.14,0,0,0.14,0
MTV Music Generator 3: This Is the Remix,PS2,2004,0.14,0.07,0.05,0,0.02
Cake Mania 3,DS,2009,0.14,0.13,0,0,0.01
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,0.14,0.07,0,0.06,0.01
Gundam Breaker 2,PS3,2014,0.14,0,0,0.14,0
.hack//Link,PSP,2010,0.14,0,0,0.14,0
Terminator 3: Rise of the Machines,XB,2003,0.14,0.11,0.03,0,0.01
SSX On Tour,XB,2005,0.14,0.11,0.03,0,0.01
NCAA College Basketball 2K3,XB,2002,0.14,0.11,0.03,0,0.01
Victorious Boxers: Revolution,Wii,2007,0.14,0.07,0,0.06,0.01
Farming Simulator 2013,PS3,2013,0.14,0,0.09,0.02,0.02
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,0.14,0.03,0,0.11,0
Doom,GBA,2001,0.14,0.1,0.04,0,0
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,0.14,0.09,0.04,0,0.01
Mary-Kate and Ashley: Winners Circle,PS,2001,0.14,0.08,0.05,0,0.01
Jewel Quest Solitaire,DS,2009,0.14,0,0.13,0,0.02
PaRappa The Rapper 2,PS2,2001,0.14,0.07,0.05,0,0.02
OutRun 2,XB,2004,0.14,0.11,0.03,0,0.01
Okami,PS3,2012,0.14,0,0,0.14,0
Marvel vs. Capcom 2: New Age of Heroes,DC,2000,0.14,0,0,0.14,0
Super Dodgeball Brawlers,DS,2008,0.14,0.13,0,0,0.01
NFL Head Coach 09,PS3,2008,0.14,0.13,0,0,0.01
Hitman: Blood Money,XB,2006,0.14,0.11,0.03,0,0.01
Soukaigi,PS,1998,0.14,0,0,0.13,0.01
PANGYA: Fantasy Golf,PSP,2009,0.14,0.09,0,0.04,0.01
Fast Food Panic,DS,2010,0.14,0.13,0,0,0.01
Pipe Mania,PS2,2008,0.14,0.07,0.05,0,0.02
Xevious 3D/G+,PS,1997,0.14,0.01,0.01,0.11,0.01
Metal Gear Solid V: Ground Zeroes,X360,2014,0.14,0.07,0.05,0.01,0.01
Gretzky NHL 06,PSP,2005,0.14,0.13,0,0,0.01
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,0.14,0.1,0.04,0,0
Kid Adventures: Sky Captain,Wii,2010,0.14,0.09,0.04,0,0.01
NFL Blitz 20-03,XB,2002,0.14,0.11,0.03,0,0.01
PaRappa The Rapper,PSP,2006,0.14,0.11,0,0.02,0.02
Pirates: The Legend of Black Kat,PS2,2002,0.14,0.07,0.05,0,0.02
Fur Fighters: Viggo's Revenge,PS2,2001,0.14,0.07,0.05,0,0.02
Thor: God of Thunder,PS3,2011,0.14,0.07,0.05,0,0.02
Krull,2600,1982,0.14,0.13,0.01,0,0
The Walking Dead: Season One,PSV,2013,0.14,0.1,0,0.01,0.03
Yu-Gi-Oh! Monster Capture GB,GB,2000,0.14,0,0,0.14,0
Zapper: One Wicked Cricket!,GBA,2002,0.14,0.1,0.04,0,0
Skylanders Imaginators,PS4,2016,0.14,0.04,0.08,0,0.02
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,0.14,0.12,0.01,0,0.01
The Da Vinci Code,PS2,2006,0.14,0.07,0.05,0,0.02
Scooby-Doo! Night of 100 Frights,XB,2003,0.14,0.11,0.03,0,0.01
Naruto Shippuden: Ninja Destiny 3,DS,2006,0.14,0,0.01,0.13,0
Ford Racing Off Road,PSP,2008,0.14,0.05,0.08,0,0.02
Chicken Shoot,DS,2007,0.14,0.13,0,0,0.01
Dead to Rights,GC,2002,0.14,0.11,0.03,0,0
Scarface: The World is Yours,Wii,2007,0.14,0.12,0.01,0,0.01
Top Spin 4,Wii,2011,0.14,0.04,0.08,0,0.02
Sphinx and the Cursed Mummy,GC,2003,0.14,0.11,0.03,0,0
Disney's Planes,Wii,2013,0.14,0.07,0.06,0,0.01
MX vs. ATV Reflex,DS,2009,0.14,0.13,0,0,0.01
Hero's Saga Laevatein Tactics,DS,2008,0.14,0.13,0,0,0.01
Cabela's Outdoor Adventures (2009),PS2,2009,0.14,0.07,0.05,0,0.02
Cranium Kabookii,Wii,2007,0.14,0.13,0,0,0.01
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,0.14,0.08,0.05,0,0.01
Active Life Explorer,Wii,2010,0.14,0.13,0,0,0.01
XCOM 2,PS4,2016,0.14,0.04,0.08,0,0.02
Naruto RPG 2: Chidori vs Rasengan,DS,2005,0.14,0,0,0.14,0
Pro Evolution Soccer 2015,XOne,2014,0.14,0.03,0.1,0,0.01
Project V6,PS,1998,0.14,0,0,0.13,0.01
Destruction Derby Raw,PS,2000,0.14,0.08,0.05,0,0.01
Risen 2: Dark Waters,X360,2012,0.14,0.05,0.08,0,0.01
World Tour Soccer 2003,PS2,2002,0.14,0.07,0.05,0,0.02
Akiba's Trip,PSP,2011,0.14,0,0,0.14,0
Arctic Tale,DS,2007,0.14,0.13,0,0,0.01
Bravo Air Race,PS,1997,0.14,0.08,0.05,0,0.01
Onimusha Essentials,PS2,2008,0.14,0.07,0.05,0,0.02
Gundam: The Battle Master,PS,1997,0.14,0,0,0.13,0.01
Ben 10 Galactic Racing,3DS,2011,0.14,0.07,0.07,0,0.01
ArmA II,PC,2009,0.14,0,0.12,0,0.02
WWE 2K17,PS3,2016,0.14,0.05,0.07,0,0.02
Spyro: A Hero's Tail,XB,2004,0.14,0.11,0.03,0,0.01
¡Shin Chan Flipa en colores!,DS,2007,0.14,0,0,0.14,0
Cities: Skylines,PC,2015,0.14,0,0.13,0,0.01
Drawn to Life Collection,DS,2010,0.14,0.13,0,0,0.01
Eternal Poison,PS2,2008,0.14,0.07,0.05,0,0.02
Gretzky NHL 06,PS2,2005,0.14,0.07,0.05,0,0.02
Gungrave: Overdose,PS2,2004,0.14,0.07,0.05,0,0.02
Metal Slug Anthology,Wii,2006,0.14,0.12,0.01,0,0.01
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,0.14,0,0,0.14,0
The Orange Box,PC,2007,0.14,0,0.11,0,0.03
Shovel Knight,3DS,2015,0.14,0.08,0.04,0.02,0.01
Pro Evolution Soccer 2015,X360,2014,0.14,0.05,0.08,0,0.01
NBA ShootOut 2002,PS,2001,0.14,0.08,0.05,0,0.01
The Granstream Saga,PS,1997,0.14,0.08,0.05,0,0.01
Power Gig: Rise of the SixString,PS3,2010,0.14,0.13,0,0,0.01
Mr. Driller: Drill Spirits,DS,2004,0.14,0.08,0,0.05,0.01
Bio FREAKS,N64,1998,0.14,0.11,0.03,0,0
Bassmasters 2000,N64,1999,0.14,0.11,0.03,0,0
Micro Machines 64 Turbo,N64,1999,0.14,0.11,0.03,0,0
Baldur's Gate: Dark Alliance,GC,2002,0.14,0.11,0.03,0,0
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,0.14,0,0,0.13,0
Eternal Eyes,PS,1999,0.14,0.08,0.05,0,0.01
The Walking Dead: Season Two,XOne,2014,0.14,0.08,0.05,0,0.01
Dream Pinball 3D,Wii,2008,0.14,0.1,0.02,0,0.01
Fate/Unlimited Codes,PS2,2008,0.14,0,0,0.14,0
Star Wars: Knights of the Old Republic,PC,2003,0.14,0.01,0.1,0,0.02
The Operative: No One Lives Forever,PS2,2002,0.14,0.07,0.05,0,0.02
Gallop & Ride!,Wii,2008,0.14,0.13,0,0,0.01
Epidemic,PS,1995,0.14,0.02,0.01,0.1,0.01
Monster House,GC,2006,0.14,0.11,0.03,0,0
Backyard Sports: Sandlot Sluggers,DS,2010,0.14,0.13,0,0,0.01
Dead or Alive 2,DC,2000,0.14,0,0,0.14,0
Buck Fever,Wii,2009,0.14,0.13,0,0,0.01
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,0.14,0,0,0.14,0
Cabela's African Safari,X360,2006,0.14,0.13,0,0,0.01
NCAA Basketball Final Four 97,PS,1997,0.14,0.08,0.05,0,0.01
Ecco the Dolphin: Defender of the Future,PS2,2002,0.14,0.07,0.05,0,0.02
Atari's Greatest Hits: Volume 1,DS,2010,0.14,0.13,0,0,0.01
The Bombing Islands,PS,1997,0.14,0.08,0.05,0,0.01
Yogi Bear: The Video Game,DS,2010,0.14,0.1,0.03,0,0.01
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,0.14,0,0,0.14,0
Just Cause,X360,2006,0.14,0.1,0.03,0.01,0.01
Hot Wheels: Beat That!,Wii,2007,0.14,0.13,0,0,0.01
X-Blades,X360,2009,0.14,0.1,0.02,0.02,0.01
Odin Sphere: Leifthrasir,PSV,2016,0.14,0.02,0.02,0.09,0.01
Homefront: The Revolution,XOne,2016,0.14,0.06,0.07,0,0.01
Gyakuten Saiban 2,GBA,2002,0.14,0,0,0.14,0
Godzilla: Save the Earth,XB,2004,0.14,0.1,0.03,0,0
Micro Machines,PS2,2002,0.14,0.07,0.05,0,0.02
TRINITY: Souls of Zill O'll,PS3,2010,0.14,0.06,0.03,0.03,0.01
Detective Barbie: The Mystery Cruise,PS,1999,0.14,0.08,0.05,0,0.01
Jim Henson's the Muppets: On With the Show!,GBA,2003,0.14,0.1,0.04,0,0
Desire,SAT,1997,0.14,0,0,0.14,0
Asphalt: Urban GT 2,DS,2006,0.14,0.09,0.04,0,0.01
Pro Yaky? Spirits 2014,PS3,2014,0.14,0,0,0.14,0
Virtua Tennis 4,Wii,2011,0.14,0.05,0.08,0,0.01
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,0.14,0.1,0.04,0,0
Frank Thomas Big Hurt Baseball,PS,1996,0.14,0.08,0.05,0,0.01
Power Pro Kun Pocket 8,DS,2005,0.14,0,0,0.14,0
Enclave,XB,2002,0.14,0.11,0.03,0,0.01
Sid Meier's Pirates!,XB,2005,0.14,0.11,0.03,0,0.01
Wild ARMs XF,PSP,2007,0.14,0.07,0,0.06,0.01
Bottom of the 9th,PS,1996,0.14,0.08,0.05,0,0.01
7 Days to Die,PS4,2016,0.14,0.04,0.08,0,0.02
Rayman Legends,PSV,2014,0.14,0.01,0.1,0,0.03
Dino Crisis 3,XB,2003,0.14,0.08,0.03,0.03,0
NFL Blitz 20-03,GC,2002,0.14,0.11,0.03,0,0
The King of Fighters '94 (CD),NG,1993,0.14,0,0,0.14,0
Horse Life Adventures,Wii,2008,0.14,0.12,0.01,0,0.01
College Hoops 2K8,PS3,2007,0.14,0.13,0,0,0.01
Risen,PC,2009,0.14,0,0.11,0,0.02
Barbie Explorer,PS,2001,0.14,0.08,0.05,0,0.01
Disney's Chicken Little,XB,2005,0.14,0.1,0.03,0,0
Transformers: Devastation,XOne,2015,0.14,0.09,0.04,0,0.01
The Darkness II,PC,2012,0.14,0.1,0.03,0,0.01
Age of Empires: Collector's Edition,PC,2000,0.14,0.02,0.1,0,0.02
Agile Warrior F-111X,PS,1995,0.14,0.08,0.05,0,0.01
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,0.14,0,0,0.14,0
Eragon,X360,2006,0.14,0.12,0.01,0,0.01
Dynasty Warriors 7: Empires,PS3,2012,0.14,0,0,0.14,0
Super Puzzle Fighter II Turbo,PS,1996,0.14,0.08,0.05,0,0.01
Star Wars: Jedi Power Battles,GBA,2002,0.14,0.1,0.04,0,0
Scene It? Bright Lights! Big Screen!,Wii,2009,0.14,0.13,0,0,0.01
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,0.14,0.04,0.01,0.08,0
Space Venus starring Morning Musume,PS2,2001,0.14,0,0,0.14,0
To Heart,PS,1999,0.14,0,0,0.13,0.01
Let's Cheer,X360,2011,0.14,0.12,0,0,0.01
RockMan & Forte,SNES,1998,0.14,0,0,0.14,0
Doukyuusei,TG16,1995,0.14,0,0,0.14,0
Dead Island Definitive Collection,PS4,2016,0.14,0.03,0.07,0.01,0.02
Dragon Age: Origins - Ultimate Edition,PC,2010,0.14,0,0.12,0,0.02
MySims Collection,Wii,2010,0.14,0.13,0,0,0.01
Master Jin Jin's IQ Challenge,DS,2006,0.14,0.13,0,0,0.01
Blazing Angels 2: Secret Missions of WWII,X360,2007,0.14,0.11,0.02,0,0.01
The History Channel: Civil War - A Nation Divided,X360,2006,0.14,0.13,0,0,0.01
Rayman Arena,GC,2002,0.14,0.11,0.03,0,0
FIFA 06 Soccer,GC,2005,0.14,0.11,0.03,0,0
DmC: Devil May Cry,XOne,2015,0.14,0.08,0.04,0,0.01
How to Train Your Dragon,X360,2010,0.14,0.11,0.02,0,0.01
Farming Simulator 2012,3DS,2012,0.14,0,0.12,0,0.01
4x4 EVO 2,GC,2002,0.14,0.11,0.03,0,0
Pro Yakyuu Netsu Star 2006,PS2,2006,0.14,0,0,0.14,0
Battlefield: Hardline,PC,2015,0.14,0,0.13,0,0.01
Cyber Sled,PS,1995,0.14,0,0,0.13,0.01
Puyo Puyo!! 20th Anniversary,DS,2011,0.14,0,0,0.14,0
Shining Soul,GBA,2002,0.14,0.03,0.01,0.09,0
Brothers: A Tale of Two Sons,PS4,2015,0.14,0.03,0.08,0,0.02
Monster Lab,DS,2008,0.14,0.12,0.01,0,0.01
In the Hunt,PS,1995,0.14,0.03,0.02,0.07,0.01
Daytona USA Championship Circuit Edition,SAT,1995,0.14,0,0,0.14,0
Marvel vs. Capcom 2: New Age of Heroes,XB,2002,0.14,0.09,0.03,0.01,0
SNK vs. Capcom: The Match of the Millennium,PS2,2006,0.14,0,0.02,0,0.12
Dead Rising 2,PC,2010,0.14,0.1,0.02,0,0.01
Paws & Claws: Pet Vet 2,DS,2007,0.14,0.13,0,0,0.01
Ape Escape Academy (jp sales),PSP,2004,0.14,0,0,0.13,0
Fear Factor: Unleashed,GBA,2004,0.14,0.1,0.04,0,0
Hard Rock Casino,PSP,2007,0.14,0.12,0,0,0.01
Robots,DS,2005,0.14,0.12,0,0,0.01
Houshinengi,PS,1998,0.14,0,0,0.13,0.01
7th Dragon,DS,2009,0.14,0,0,0.14,0
Bust-A-Move Deluxe,PSP,2006,0.14,0.13,0,0,0.01
Murdered: Soul Suspect,PS3,2014,0.14,0.05,0.05,0.02,0.02
Pet Pals: Animal Doctor,Wii,2008,0.14,0.13,0,0,0.01
LEGO Island Xtreme Stunts,GBA,2002,0.14,0.1,0.04,0,0
Shining Resonance,PS3,2014,0.14,0,0,0.14,0
Heroes over Europe,X360,2009,0.14,0.1,0.02,0,0.01
Alvin and the Chipmunks,DS,2007,0.14,0.12,0,0,0.01
Create,X360,2010,0.14,0.1,0.03,0,0.01
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,0.14,0,0,0.14,0
UEFA Euro 2004: Portugal,PS2,2004,0.14,0.07,0.05,0,0.02
Happy Feet,Wii,2006,0.14,0.12,0,0,0.01
Hot Wheels: World Race,GBA,2003,0.14,0.1,0.04,0,0
Major League Baseball 2K8,Wii,2008,0.14,0.13,0,0,0.01
Lips: I Love The 80s,X360,2010,0.14,0,0.12,0,0.02
NBA Jam,XB,2003,0.14,0.1,0.03,0,0
World Tour Soccer 2002,PS2,2001,0.14,0.07,0.05,0,0.02
NBA Ballers: Chosen One,PS3,2008,0.14,0.12,0,0,0.01
